date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21849.8,22025,21811.2,21888.9,21830,21885.95,21888.9,5465450,1196856.66,12621600,-168750,50,21741.9
01-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21975,22155.45,21947,22018.65,21962.95,22016.15,22018.65,441450,97246.64,1020050,53000,50,21741.9
01-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22119.95,22288.25,22074.1,22168.75,22090.9,22155.7,22168.75,114200,25304.25,102450,45500,50,21741.9
02-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21820,21869.95,21674,21756.75,21754,21888.9,21756.75,8392350,1826343.22,11836050,-785550,50,21665.8
02-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21970.05,22001.95,21815,21896.35,21892,22018.65,21896.35,519100,113686.54,1040750,20700,50,21665.8
02-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22134.2,22136,21958.95,22029.85,22029,22168.75,22029.85,149350,32909.08,144150,41700,50,21665.8
03-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21729.9,21729.9,21579,21600,21595,21756.75,21600,6780800,1468197.52,11837550,1500,50,21517.35
03-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21859.85,21859.85,21720,21738.1,21736.05,21896.35,21738.1,515850,112394.45,1071100,30350,50,21517.35
03-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22029.85,22029.85,21851.1,21872.6,21875,22029.85,21872.6,136900,30020.78,172000,27850,50,21517.35
04-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21640,21810,21616.1,21785.95,21809,21600,21785.95,6088700,1323648.94,11625050,-212500,50,
04-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21778.05,21940,21773.25,21914.2,21940,21738.1,21914.2,389950,85281.14,1073150,2050,50,
04-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21917.95,22070,21896.5,22042.75,22070,21872.6,22042.75,145450,32000.8,213900,41900,50,
05-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21779.8,21831,21677,21793.85,21785,21785.95,21793.85,6751500,1469518.44,11861300,236250,50,21710.8
05-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21937.95,21963.95,21817.7,21928.2,21920.4,21914.2,21928.2,425450,93204.46,1122150,49000,50,21710.8
05-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22049.95,22088.9,21950,22060.4,22050,22042.75,22060.4,109500,24127.85,217300,3400,50,21710.8
08-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21789.5,21810.9,21562.75,21579.55,21569.95,21793.85,21579.55,7251700,1571438.28,11760350,-100950,50,21513
08-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21928,21945,21705,21718.3,21707.25,21928.2,21718.3,568000,123846.51,1173550,51400,50,21513
08-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22049.85,22070,21839,21852.35,21842.3,22060.4,21852.35,163500,35872.58,216500,-800,50,21513
09-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21680.2,21807.8,21592.4,21616.85,21628.8,21579.55,21616.85,7906950,1716497.65,11713500,-46850,50,21544.85
09-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21800,21938,21732,21751.6,21768,21718.3,21751.6,671500,146739.7,1182150,8600,50,21544.85
09-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21940.7,22060.35,21865.5,21884.55,21883.65,21852.35,21884.55,191050,41989.57,246400,29900,50,21544.85
10-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21579.8,21737,21501,21709.1,21722.95,21616.85,21709.1,6989450,1510624.37,11488300,-225200,50,
10-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21725,21870,21641,21843.45,21854.7,21751.6,21843.45,452050,98322.13,1190500,8350,50,
10-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21817.55,21993.45,21775.65,21966.45,21978.7,21884.55,21966.45,151200,33086.9,261200,14800,50,
11-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21758.1,21773.8,21627,21678.45,21689.85,21709.1,21678.45,5653550,1226784.82,11717550,229250,50,21647.2
11-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21884,21909.4,21768.35,21819.6,21832,21843.45,21819.6,377150,82365.05,1263150,72650,50,21647.2
11-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22018.8,22029.85,21900,21944.5,21950,21966.45,21944.5,99250,21802.44,275550,14350,50,21647.2
12-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21745,21995,21731,21947,21968.95,21678.45,21947,7545600,1651145.58,11930100,212550,50,
12-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21891,22130.85,21867,22089.3,22115,21819.6,22089.3,965400,212612.05,1485750,222600,50,
12-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21910,22250,21910,22210.5,22233,21944.5,22210.5,325600,72122.7,390050,114500,50,
15-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,22050.2,22149.9,21995,22133.3,22140.5,21947,22133.3,5172900,1142369.45,12384650,454550,50,22097.45
15-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,22180,22286.8,22135,22274,22277.05,22089.3,22274,804300,178712.52,1695750,210000,50,22097.45
15-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22286,22410,22215.05,22398.5,22410,22210.5,22398.5,278450,62216.09,456850,66800,50,22097.45
16-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,22089.9,22138,21964.7,22029.5,22025.75,22133.3,22029.5,5160750,1138317.22,12209500,-175150,50,22032.3
16-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,22251,22277.7,22113.25,22175.9,22175,22274,22175.9,803800,178515.98,1898250,202500,50,22032.3
16-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22362.3,22394.65,22242,22301.5,22299,22398.5,22301.5,153100,34190.67,468500,11650,50,22032.3
17-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21743.7,21854.75,21563.3,21589.55,21587,22029.5,21589.55,11483200,2494263.29,11165700,-1043800,50,21571.95
17-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,22010,22044,21722,21741.85,21736,22175.9,21741.85,2197950,480894.27,2028450,130200,50,21571.95
17-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,22050,22170,21870.2,21887.15,21880.6,22301.5,21887.15,432800,95340.18,470400,1900,50,21571.95
18-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21461.95,21574,21316.8,21527.45,21549.9,21589.55,21527.45,11391300,2445493.68,11089750,-75950,50,
18-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21650,21726.7,21467.2,21675.8,21699,21741.85,21675.8,3032400,655750.13,3400150,1371700,50,
18-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21800,21871,21625,21831.75,21840.5,21887.15,21831.75,327800,71329.95,479650,9250,50,
19-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21627,21708,21579.3,21672.15,21675,21527.45,21672.15,6291600,1362254.54,11172000,82250,50,
19-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21710,21845.3,21709.95,21814.9,21824.05,21675.8,21814.9,1485400,323718.28,3470450,70300,50,
19-Jan-2024,28-Mar-2024,FUTIDX,NIFTY,21900,21984,21871,21963.35,21972.05,21831.75,21963.35,182600,40054.05,477300,-2350,50,
20-Jan-2024,25-Jan-2024,FUTIDX,NIFTY,21741,21759.6,21566,21604.1,21620,21672.15,21604.1,3644700,789722.03,11337600,165600,50,21571.8
20-Jan-2024,29-Feb-2024,FUTIDX,NIFTY,21850,21897.45,21718,21751.5,21765,21814.9,21751.5,1054450,229908.02,3665150,194700,50,21571.8
