date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12253.95,12269.6,12226.05,12243.8,12251.9,12246.25,12243.8,4079925,499609.36,12014775,-248250,75,12182.5
01-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12302.25,12309.85,12270,12287.55,12291.6,12290,12287.55,86250,10597.61,963675,5025,75,12182.5
01-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12309.05,12355.05,12309.05,12331,12332.9,12333.6,12331,18075,2228.73,77250,3300,75,12182.5
02-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12252.1,12344.5,12245.5,12339.3,12338,12243.8,12339.3,6982950,859396.1,12446775,432000,75,12282.2
02-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12299.4,12386.1,12298.25,12379.4,12376,12287.55,12379.4,131100,16189.15,981750,18075,75,12282.2
02-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12341.35,12428,12317.15,12421.95,12418.35,12331,12421.95,40350,5003.5,85125,7875,75,12282.2
03-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12294.4,12304.4,12222.95,12256.45,12259.9,12339.3,12256.45,9707775,1190135.16,11880825,-565950,75,12226.65
03-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12340,12347.65,12266.95,12298.6,12300,12379.4,12298.6,200250,24633.51,991950,10200,75,12226.65
03-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12400,12400,12314,12344.9,12346.95,12421.95,12344.9,79275,9784.25,104025,18900,75,12226.65
06-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12201.9,12217.85,12025,12043.7,12040,12256.45,12043.7,11705850,1415251.58,11997525,116700,75,11993.05
06-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12250,12254.55,12070.2,12085.95,12081.1,12298.6,12085.95,377175,45760,1033275,41325,75,11993.05
06-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12256.75,12307.4,12113.75,12131,12130.15,12344.9,12131,161625,19648.46,144450,40425,75,11993.05
07-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12128.65,12181.85,12049.1,12106.7,12115,12043.7,12106.7,12303825,1491440.33,12002625,5100,75,12052.95
07-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12157,12223.6,12092,12149.2,12154.1,12085.95,12149.2,331500,40325.43,1028700,-4575,75,12052.95
07-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12180.35,12268.9,12135,12189.2,12200,12131,12189.2,121950,14875.55,152325,7875,75,12052.95
08-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,11996.9,12090.5,11976.6,12063.5,12065.35,12106.7,12063.5,11499300,1384001.34,12002700,75,75,12025.35
08-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12021.7,12129.6,12015.15,12106.4,12105,12149.2,12106.4,279750,33780.3,1062150,33450,75,12025.35
08-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12095.2,12171.3,12058.05,12146.9,12141.6,12189.2,12146.9,115050,13941.4,189225,36900,75,12025.35
09-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12181.15,12279.3,12168.25,12269.75,12271,12063.5,12269.75,11163900,1365485.93,13165800,1163100,75,12215.9
09-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12215.7,12316.95,12214.3,12309.15,12308.7,12106.4,12309.15,297225,36471.85,1114050,51900,75,12215.9
09-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12273.9,12358,12265,12350.5,12351,12146.9,12350.5,87300,10753.97,224325,35100,75,12215.9
10-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12294.65,12357,12255.2,12290,12293.5,12269.75,12290,8778900,1080156.34,13284300,118500,75,12256.8
10-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12327.25,12394.3,12295.6,12330.7,12336,12309.15,12330.7,318000,39263.05,1159575,45525,75,12256.8
10-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12351,12432,12340,12371.05,12376,12350.5,12371.05,77175,9560.96,240150,15825,75,12256.8
13-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12330.7,12369.6,12323,12362.15,12362,12290,12362.15,5606625,692551.8,13281750,-2550,75,12329.55
13-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12362.9,12409,12362.9,12400.6,12400.05,12330.7,12400.6,225000,27879.12,1182300,22725,75,12329.55
13-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12392.75,12447.9,12392.75,12436.05,12437,12371.05,12436.05,88050,10943.7,277350,37200,75,12329.55
14-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12359.9,12412.5,12331.2,12397,12394,12362.15,12397,6534525,808121.45,13552950,271200,75,12362.3
14-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12401.05,12449,12371.8,12436.35,12434,12400.6,12436.35,183150,22730.01,1177575,-4725,75,12362.3
14-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12481,12485,12407.4,12474.9,12474.25,12436.05,12474.9,80325,9995.38,265800,-11550,75,12362.3
15-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12363.4,12391.95,12319.05,12378.05,12374.5,12397,12378.05,6392325,789236.42,13072350,-480600,75,12343.3
15-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12350.15,12430,12350.15,12418.15,12414.95,12436.35,12418.15,259725,32162.23,1199925,22350,75,12343.3
15-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12431.95,12469.9,12400.05,12456.05,12453.3,12474.9,12456.05,103575,12866.29,276150,10350,75,12343.3
16-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12359.4,12409.4,12339.2,12374.35,12370.25,12378.05,12374.35,6287250,778223.96,13387050,314700,75,12355.5
16-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12417.55,12446.25,12381.3,12414.5,12411,12418.15,12414.5,208275,25863.44,1215225,15300,75,12355.5
16-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12455.65,12485.15,12423.1,12452.05,12450.15,12456.05,12452.05,60750,7568.07,281400,5250,75,12355.5
17-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12345,12407.5,12335,12384.65,12377.5,12374.35,12384.65,6000675,742782.72,13602150,215100,75,12352.35
17-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12390.3,12444.7,12375.15,12423.2,12418.8,12414.5,12423.2,210375,26124.77,1229475,14250,75,12352.35
17-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12417.6,12485,12413.85,12467.55,12462,12452.05,12467.55,49275,6140.41,295200,13800,75,12352.35
20-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12413.4,12419.2,12252,12263.15,12266,12384.65,12263.15,9505500,1169843.52,13181400,-420750,75,12224.55
20-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12448.4,12448.4,12293,12302.45,12307,12423.2,12302.45,450600,55614.58,1300650,71175,75,12224.55
20-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12479.75,12485.05,12337.15,12345.4,12349,12467.55,12345.4,128700,15938.82,321750,26550,75,12224.55
21-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12212.9,12244,12181.25,12203.1,12200.1,12263.15,12203.1,7256250,886092.22,13017450,-163950,75,12169.85
21-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12255,12282.05,12223.3,12242.8,12242,12302.45,12242.8,381525,46742.33,1387050,86400,75,12169.85
21-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12300,12323.05,12265.6,12286.1,12284,12345.4,12286.1,102375,12585.21,334725,12975,75,12169.85
22-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12245.65,12249.75,12110,12145.25,12149,12203.1,12145.25,8519625,1036826.5,12877650,-139800,75,12106.9
22-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12275.25,12289.55,12152.3,12182.7,12187.65,12242.8,12182.7,648900,79255.65,1604325,217275,75,12106.9
22-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12300,12444.7,12195.05,12225.65,12228.75,12286.1,12225.65,133050,16297.69,355650,20925,75,12106.9
23-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12138.85,12220,12110.15,12201,12199.85,12145.25,12201,8183925,996722.15,12597825,-279825,75,12180.35
23-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12178.45,12255.9,12148.15,12239.85,12237.55,12182.7,12239.85,775950,94810.63,1815075,210750,75,12180.35
23-Jan-2020,26-Mar-2020,FUTIDX,NIFTY,12208.85,12295,12190.3,12277.5,12275.4,12225.65,12277.5,107100,13128.63,389925,34275,75,12180.35
24-Jan-2020,30-Jan-2020,FUTIDX,NIFTY,12204.75,12292.7,12157,12271.6,12271.2,12201,12271.6,8184525,1002034.19,12394500,-203325,75,12248.25
24-Jan-2020,27-Feb-2020,FUTIDX,NIFTY,12229,12329.05,12194.9,12310.1,12308,12239.85,12310.1,743775,91382.28,2039325,224250,75,12248.25
