date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2025,29-Jan-2025,FUTIDX,BANKNIFTY,51289.95,51698,50850,51439.25,51493.65,51286.15,51439.25,1446255,742270.04,2230875,-21915,15,51060.6
01-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,,,,,,,,,,,,,
01-Jan-2025,26-Feb-2025,FUTIDX,BANKNIFTY,51699.85,52042,51230.1,51802.7,51864.95,51651.65,51802.7,97320,50305.85,246390,9900,30,51060.6
01-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,,,,,,,,,,,,,
01-Jan-2025,26-Mar-2025,FUTIDX,BANKNIFTY,51750,52361.15,51566.75,52121.75,52200,51991.2,52121.75,37200,19324.31,35820,1200,30,51060.6
01-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,,,,,,,,,,,,,
02-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,51439.95,51938,51329.95,51860.2,51875.75,51439.25,51860.2,1425000,736264.08,2259795,2259795,15,51605.55
02-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,52029.95,52282,51708.15,52212.75,52225,51802.7,52212.75,119730,62307.54,264810,264810,30,51605.55
02-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,52190.8,52599.65,52051,52530.7,52560,52121.75,52530.7,28860,15105.01,40470,40470,30,51605.55
03-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,51825.45,51928.75,51158.75,51259.2,51246,51860.2,51259.2,1713840,881980.14,2376705,116910,15,50988.8
03-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,52128.5,52263.05,51534.75,51630.4,51580.85,52212.75,51630.4,156300,81006.96,310290,45480,30,50988.8
03-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,52525,52572.2,51900,51976.45,51950,52530.7,51976.45,48330,25209.08,45270,4800,30,50988.8
06-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,51184.9,51286.75,50000,50163.1,50150.5,51259.2,50163.1,2298105,1161736.84,2441610,64905,15,49922
06-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,51630,51641.4,50370,50523.6,50535,51630.4,50523.6,323850,164748.72,411150,100860,30,49922
06-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,51840.7,51947.6,50721.45,50884.75,50899,51976.45,50884.75,89460,45790.64,69630,24360,30,49922
07-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,50150,50720,50150,50415.3,50395.5,50163.1,50415.3,1389975,701770.66,2295525,-146085,15,50202.15
07-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,50608.95,51058.2,50560,50764.35,50744.1,50523.6,50764.35,154380,78477,443190,32040,30,50202.15
07-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,51139.15,51400,50930,51119.8,51129.95,50884.75,51119.8,39240,20072.36,73260,3630,30,50202.15
08-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,50389.8,50462,49625,50095.4,50100,50415.3,50095.4,1865415,933095.17,2350800,55275,15,49835.05
08-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,50775,50807.85,49990.05,50456.25,50460,50764.35,50456.25,224910,113236.48,505200,62010,30,49835.05
08-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,51019.8,51147.55,50355,50816.8,50805.1,51119.8,50816.8,72360,36692.84,87120,13860,30,49835.05
09-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,49960.3,50018.6,49455.55,49787.25,49797.25,50095.4,49787.25,1377900,684919.07,2419500,68700,15,49503.5
09-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,50357,50375.9,49825,50128.85,50150,50456.25,50128.85,204720,102464.65,591660,86460,30,49503.5
09-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,50750,50750,50191,50492.5,50504.4,50816.8,50492.5,57000,28735.72,98670,11550,30,49503.5
10-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,49421.6,49716.05,48789,48886.4,48886.65,49787.25,48886.4,2136780,1051572.67,2564565,145065,15,48734.15
10-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,50150,50150,49150,49248,49257.4,50128.85,49248,272430,135017.43,677280,85620,30,48734.15
10-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,50175.2,50365.3,49511.45,49608.65,49618.55,50492.5,49608.65,83760,41800.8,111990,13320,30,48734.15
13-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,48430,48822,48102,48266.25,48242.4,48886.4,48266.25,1926330,933061.99,2493870,-70695,15,48041.25
13-Jan-2025,27-Feb-2025,FUTIDX,BANKNIFTY,48999.95,49160,48447,48603.1,48577.1,49248,48603.1,296370,144496.07,754350,77070,30,48041.25
13-Jan-2025,27-Mar-2025,FUTIDX,BANKNIFTY,49212,49510.05,48814.5,48965.25,48926.25,49608.65,48965.25,72240,35492.79,119370,7380,30,48041.25
14-Jan-2025,30-Jan-2025,FUTIDX,BANKNIFTY,48424,49250,48351.1,48971.05,49105,48266.25,48971.05,1777635,868552,2399970,-93900,15,48729.15
