date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2024,25-Jan-2024,FUTIDX,BANKNIFTY,48580,48869,48389.4,48535.7,48405,48628.8,48535.7,1806330,878243.28,2052195,-25530,15,48234.3
01-Jan-2024,29-Feb-2024,FUTIDX,BANKNIFTY,48800.15,49190,48715.05,48860.8,48732,48932,48860.8,99015,48446.86,171855,-7485,15,48234.3
01-Jan-2024,28-Mar-2024,FUTIDX,BANKNIFTY,49100.05,49455,49019.55,49157.65,49041.45,49151.75,49157.65,30540,15041.83,54720,9210,15,48234.3
02-Jan-2024,25-Jan-2024,FUTIDX,BANKNIFTY,48375,48489.95,47877.45,47946.65,47882.55,48535.7,47946.65,2670690,1286113.08,2283615,231420,15,47761.65
02-Jan-2024,29-Feb-2024,FUTIDX,BANKNIFTY,48799.95,48819.95,48242.2,48306.2,48252.95,48860.8,48306.2,123660,59933.31,180825,8970,15,47761.65
02-Jan-2024,28-Mar-2024,FUTIDX,BANKNIFTY,49150,49150,48500,48594.35,48541.8,49157.65,48594.35,23190,11317.9,58875,4155,15,47761.65
03-Jan-2024,25-Jan-2024,FUTIDX,BANKNIFTY,47849.85,48086.85,47763.75,47931.95,48006.4,47946.65,47931.95,2585175,1239038.88,1998315,-285300,15,47704.95
03-Jan-2024,29-Feb-2024,FUTIDX,BANKNIFTY,48224.25,48420,48123.8,48270.9,48323,48306.2,48270.9,102870,49650.57,190350,9525,15,47704.95
03-Jan-2024,28-Mar-2024,FUTIDX,BANKNIFTY,48501,48719.05,48421.9,48551.2,48600,48594.35,48551.2,24315,11806.61,65850,6975,15,47704.95
04-Jan-2024,25-Jan-2024,FUTIDX,BANKNIFTY,48062.3,48581.3,47995.65,48501.75,48560,47931.95,48501.75,2319345,1120917.68,2046465,48150,15,
04-Jan-2024,29-Feb-2024,FUTIDX,BANKNIFTY,48500,48895,48355.9,48813.7,48875,48270.9,48813.7,99735,48505.73,204540,14190,15,
04-Jan-2024,28-Mar-2024,FUTIDX,BANKNIFTY,48651.15,49184.15,48643.2,49080.9,49150,48551.2,49080.9,45435,22234.3,74490,8640,15,
