date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
13-Jan-2021,25-Feb-2021,FUTIDX,BANKNIFTY,32624,32815.05,32331,32753.35,32720,32524.8,32753.35,151800,49550.92,107475,-4650,25,34684
13-Jan-2021,25-Mar-2021,FUTIDX,BANKNIFTY,32681.1,32868,32375,32800.1,32770,32550.55,32800.1,23750,7765.48,11100,1050,25,34684
14-Jan-2021,28-Jan-2021,FUTIDX,BANKNIFTY,32600,32861.4,32562.1,32647.8,32706.4,32685.15,32647.8,3337350,1090803.73,1400800,23175,25,34684
14-Jan-2021,25-Feb-2021,FUTIDX,BANKNIFTY,32684.85,32864.95,32635,32723.25,32760,32753.35,32723.25,76125,24931.12,111625,4150,25,34684
14-Jan-2021,25-Mar-2021,FUTIDX,BANKNIFTY,32804.95,32915.8,32281.5,32775.45,32814,32800.1,32775.45,13625,4467.12,13075,1975,25,34684
15-Jan-2021,28-Jan-2021,FUTIDX,BANKNIFTY,32600,32610,32105,32314.05,32314.5,32647.8,32314.05,4958000,1603068.53,1449875,49075,25,34684
15-Jan-2021,25-Feb-2021,FUTIDX,BANKNIFTY,32643.8,32668.15,32176.95,32384.65,32389.65,32723.25,32384.65,133450,43242.38,127175,15550,25,34684
15-Jan-2021,25-Mar-2021,FUTIDX,BANKNIFTY,32626.85,32700,32227.45,32444.85,32437.45,32775.45,32444.85,20650,6697.27,14850,1775,25,34684
18-Jan-2021,28-Jan-2021,FUTIDX,BANKNIFTY,32315.65,32467.85,31691.7,31815.7,31701.2,32314.05,31815.7,5636075,1808977.99,1583550,133675,25,34684
18-Jan-2021,25-Feb-2021,FUTIDX,BANKNIFTY,32328,32521.95,31750,31842.65,31756.7,32384.65,31842.65,177100,56941.01,148725,21550,25,34684
18-Jan-2021,25-Mar-2021,FUTIDX,BANKNIFTY,32310,32570.9,31820,31908.3,31820,32444.85,31908.3,19575,6302.27,17475,2625,25,34684
19-Jan-2021,28-Jan-2021,FUTIDX,BANKNIFTY,32085.5,32569.75,31919,32520.9,32532.5,31815.7,32520.9,4439150,1431181.62,1583425,-125,25,34684
