date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2026,27-Jan-2026,FUTIDX,NIFTY,26332,26339.6,26261,26290.4,26291,26296.3,26290.4,2035735,535383.45,14003665,-22815,65,26146.55
01-Jan-2026,24-Feb-2026,FUTIDX,NIFTY,26479.9,26482.9,26403,26436.9,26430,26438,26436.9,110695,29268.4,1206140,10530,65,26146.55
01-Jan-2026,30-Mar-2026,FUTIDX,NIFTY,26635,26654.5,26590.1,26621,26620.9,26617.1,26621,57525,15313.57,169910,31395,65,26146.55
02-Jan-2026,27-Jan-2026,FUTIDX,NIFTY,26306,26480,26306,26455.4,26478.3,26290.4,26455.4,4165915,1100289.95,13702000,-301665,65,26328.55
02-Jan-2026,24-Feb-2026,FUTIDX,NIFTY,26477.9,26615.7,26459,26591.5,26615,26436.9,26591.5,261560,69444.23,1235845,29705,65,26328.55
02-Jan-2026,30-Mar-2026,FUTIDX,NIFTY,26648.9,26799.9,26643.8,26772.6,26795,26621,26772.6,117195,31330.68,232115,62205,65,26328.55
05-Jan-2026,27-Jan-2026,FUTIDX,NIFTY,26500,26510,26308.5,26331.3,26329,26455.4,26331.3,5166525,1363871.06,13845715,143715,65,26250.3
05-Jan-2026,24-Feb-2026,FUTIDX,NIFTY,26615.1,26644,26455,26477.2,26476,26591.5,26477.2,358735,95248.42,1228370,-7475,65,26250.3
05-Jan-2026,30-Mar-2026,FUTIDX,NIFTY,26770.1,26825,26640.1,26657.4,26655,26772.6,26657.4,142480,38077.95,260260,28145,65,26250.3
06-Jan-2026,27-Jan-2026,FUTIDX,NIFTY,26354,26399,26255,26285.1,26281.9,26331.3,26285.1,4330495,1139490.88,14064115,218400,65,26178.7
06-Jan-2026,24-Feb-2026,FUTIDX,NIFTY,26479.2,26539,26401,26427.7,26425,26477.2,26427.7,238940,63201.13,1289795,61425,65,26178.7
06-Jan-2026,30-Mar-2026,FUTIDX,NIFTY,26650,26718.1,26590.1,26610.5,26610,26657.4,26610.5,96135,25603.07,276510,16250,65,26178.7
