date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
03-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,36621,36644,35650.3,36582.45,36640,35628.25,36582.45,3817425,1381209.96,2426800,78875,25,36421.9
03-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,35956.95,36783.55,35800.15,36728.95,36783.55,35786.65,36728.95,145150,52724.73,113100,4750,25,36421.9
03-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,36000,36913.4,35948.7,36866,36910,35909.15,36866,31700,11577.09,10475,4700,25,36421.9
04-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,36700,37023.4,36492.1,36977.35,36989,36582.45,36977.35,4079525,1502202.21,2192775,-234025,25,
04-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,36817.7,37145.95,36638.35,37109.75,37106.6,36728.95,37109.75,135325,50032.61,117600,4500,25,
04-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,36950,37290,36800,37244.8,37257.3,36866,37244.8,36350,13497.03,14300,3825,25,
05-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,37000.5,37987.95,36850.4,37795.2,37777,36977.35,37795.2,5173350,1943656.65,2208425,15650,25,
05-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,37100,38105.5,36976,37922.9,37900,37109.75,37922.9,212150,80024.49,138875,21275,25,
05-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,37200,38255.9,37174.8,38081.05,38057.05,37244.8,38081.05,44425,16831.3,20750,6450,25,
06-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,37410,37909.7,37179.1,37629.2,37585,37795.2,37629.2,4535975,1700908.91,2124875,-83550,25,37490.25
06-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,37400,38043.9,37322.5,37760.45,37731.15,37922.9,37760.45,135200,50869.33,140400,1525,25,37490.25
06-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,37550,38179,37464.3,37903.25,37870,38081.05,37903.25,41850,15800.68,21850,1100,25,37490.25
07-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,37775,38250,37504,37856.95,37856.35,37629.2,37856.95,5211325,1974992.99,2247550,122675,25,37739.6
07-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,37889.3,38386.05,37651.6,37992.85,37996.95,37760.45,37992.85,182275,69379.85,144425,4025,25,37739.6
07-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38032,38520,37803,38148.3,38145,37903.25,38148.3,31850,12178.71,23950,2100,25,37739.6
10-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38025,38520,38000.15,38468.35,38513.25,37856.95,38468.35,3979050,1523716.78,2426200,178650,25,38347.9
10-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38200.05,38654.95,38057.95,38607.95,38652,37992.85,38607.95,156150,60016.75,154475,10050,25,38347.9
10-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38387.4,38789,38350,38749.25,38785.15,38148.3,38749.25,32075,12375.8,23775,-175,25,38347.9
11-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38477.85,38634.95,38180,38548,38555,38468.35,38548,3436400,1321331.75,2363750,-62450,25,
11-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,39000,39000.05,38325,38691.4,38692.05,38607.95,38691.4,134950,52065.02,148500,-5975,25,
11-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38737,38905,38470.05,38855.45,38849.55,38749.25,38855.45,34500,13373.4,28900,5125,25,
12-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38800,38957,38721,38864.7,38830,38548,38864.7,2878500,1118442.4,2413000,49250,25,38727.55
12-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38800,39091.15,38499.9,38995.55,38976.6,38691.4,38995.55,101350,39515.31,152550,4050,25,38727.55
12-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,39146.95,39238,39021.3,39144.9,39123,38855.45,39144.9,33000,12914.2,30100,1200,25,38727.55
13-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38898,38898,38502,38591.45,38577,38864.7,38591.45,2867475,1107608.13,2202675,-210325,25,
13-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,39095,39095,38650,38727.85,38711.25,38995.55,38727.85,105200,40794.31,156675,4125,25,
13-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,39090.8,39090.8,38801,38881.5,38866.45,39144.9,38881.5,25800,10038.72,37125,7025,25,
14-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38349,38566.3,38109.95,38491.1,38446,38591.45,38491.1,3443725,1319767.76,2200900,-1775,25,
14-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38628.35,38699.95,38259,38621.9,38583,38727.85,38621.9,130925,50349.23,156050,-625,25,
14-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38585.6,38850,38409.15,38784.6,38749.95,38881.5,38784.6,29300,11315.37,42300,5175,25,
17-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38283,38714.9,38251,38368.2,38361.05,38491.1,38368.2,2358500,906095.96,2179150,-21750,25,
17-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38420,38843.85,38403.5,38510.3,38515,38621.9,38510.3,92700,35742.58,163750,7700,25,
17-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38650,39000,38575,38675.1,38676.9,38784.6,38675.1,20500,7941.55,47550,5250,25,
18-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38425,38965.65,38149,38289.6,38267.95,38368.2,38289.6,4819750,1858255.39,2249875,70725,25,
18-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38550.05,39090,38288.05,38424.35,38404,38510.3,38424.35,226450,87685.57,174150,10400,25,
18-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38600.05,39240,38457.75,38584.95,38570,38675.1,38584.95,51000,19820.88,48200,650,25,
19-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38178.45,38408.55,37850,38156.55,38176.35,38289.6,38156.55,4221025,1608199.79,1975425,-274450,25,38041.35
19-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38311.35,38544.9,38000,38293.5,38322,38424.35,38293.5,266550,101890.6,208600,34450,25,38041.35
19-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38484.05,38699,38160.15,38454.2,38483,38584.95,38454.2,36275,13924.19,51175,2975,25,38041.35
20-Jan-2022,27-Jan-2022,FUTIDX,BANKNIFTY,38222.25,38264.9,37688,37977.85,37998,38156.55,37977.85,3930050,1492817.47,1778200,-197225,25,37850.85
20-Jan-2022,24-Feb-2022,FUTIDX,BANKNIFTY,38300.05,38400,37838.45,38125.15,38155.6,38293.5,38125.15,296700,113073.8,278975,70375,25,37850.85
20-Jan-2022,31-Mar-2022,FUTIDX,BANKNIFTY,38391.8,38555.45,38020,38301.55,38325.45,38454.2,38301.55,34300,13118.58,60175,9000,25,37850.85
