date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
03-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17443,17692.35,17410.05,17677.95,17691.9,17409.95,17677.95,7979000,1403608.06,10631250,356800,50,17625.7
03-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,17550,17737,17472.65,17723.15,17737,17453.85,17723.15,293800,51798.8,829000,-700,50,17625.7
03-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,17545,17777,17540,17766.05,17777,17496.9,17766.05,112250,19833.75,89600,26400,50,17625.7
04-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17730,17870.8,17632.4,17846.75,17855.15,17677.95,17846.75,7542550,1339372.54,10539100,-92150,50,
04-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,17730,17910.15,17677,17889.95,17902,17723.15,17889.95,378250,67340.08,839000,10000,50,
04-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,17802.7,17954.95,17730,17934.7,17940.05,17766.05,17934.7,127550,22771.42,105750,16150,50,
05-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17840,17985,17786,17960.95,17946.2,17846.75,17960.95,7920600,1417539.97,10564600,25500,50,
05-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,17931,18030.75,17832,18009.25,17996.2,17889.95,18009.25,427550,76756.13,868750,29750,50,
05-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,17921.65,18080.1,17880,18064.7,18048.5,17934.7,18064.7,200400,36059.94,176150,70400,50,
06-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17830,17845.5,17685.65,17788.65,17799.75,17960.95,17788.65,12000600,2132066.61,10211200,-353400,50,17745.9
06-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,17870.45,17895.7,17738.75,17839.95,17840.55,18009.25,17839.95,486950,86741.21,966100,97350,50,17745.9
06-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,17929.95,17950,17796.1,17892.1,17901.5,18064.7,17892.1,142500,25465.8,200800,24650,50,17745.9
07-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17831.1,17949,17736,17854.3,17855.15,17788.65,17854.3,8894600,1587758.06,10299500,88300,50,17812.7
07-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,17881.9,17991,17790,17901.4,17907.8,17839.95,17901.4,409750,73339.48,966500,400,50,17812.7
07-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,17930,18044,17847.2,17953.3,17955.5,17892.1,17953.3,135700,24376.27,219950,19150,50,17812.7
10-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,17925,18058.3,17905.2,18048.2,18054.95,17854.3,18048.2,6691700,1204146.69,10576750,277250,50,18003.3
10-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,18000,18108,17950,18096.45,18108,17901.4,18096.45,374950,67656.32,1031550,65050,50,18003.3
10-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,18023.7,18159.1,18010,18148.75,18158.95,17953.3,18148.75,134500,24336.96,211000,-8950,50,18003.3
11-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,18026.65,18121,17994.75,18083.55,18085.05,18048.2,18083.55,6631400,1198080.49,10011850,-564900,50,
11-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,18079.7,18166.95,18046.75,18132.95,18134,18096.45,18132.95,303700,55015.33,1056350,24800,50,
11-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,18139.75,18224,18100.2,18190.45,18190,18148.75,18190.45,114600,20825.62,227450,16450,50,
12-Jan-2022,27-Jan-2022,FUTIDX,NIFTY,18199,18254.9,18165.5,18241.2,18227,18083.55,18241.2,6107950,1112420.83,10024400,12550,50,18212.35
12-Jan-2022,24-Feb-2022,FUTIDX,NIFTY,18199.75,18298,18199.75,18288.55,18274.8,18132.95,18288.55,335750,61303.31,1074350,18000,50,18212.35
12-Jan-2022,31-Mar-2022,FUTIDX,NIFTY,18298.95,18350,18268,18339.5,18330,18190.45,18339.5,155250,28428.46,247900,20450,50,18212.35
