date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
01-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,32417.3,32495.75,32225,32285.2,32300,32366.05,32285.2,1919980,620595.55,1299680,-5300,20,32102.9
01-Jan-2020,27-Feb-2020,FUTIDX,BANKNIFTY,32452.3,32598,32345.15,32403.25,32413.5,32481.55,32403.25,20240,6563.33,34100,-120,20,32102.9
01-Jan-2020,26-Mar-2020,FUTIDX,BANKNIFTY,32507.2,32682,32399.05,32469.3,32498,32571.7,32469.3,1820,591.7,4520,280,20,32102.9
02-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,32299,32606.05,32281.55,32579.15,32575.3,32285.2,32579.15,2657540,862203,1292380,-7300,20,32443.85
02-Jan-2020,27-Feb-2020,FUTIDX,BANKNIFTY,32444.85,32711.15,32394,32685.85,32685,32403.25,32685.85,25920,8439.07,34520,420,20,32443.85
02-Jan-2020,26-Mar-2020,FUTIDX,BANKNIFTY,32571,32810,32502.8,32786.25,32777.5,32469.3,32786.25,3060,1000.01,4860,340,20,32443.85
03-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,32445.5,32489.05,32060.2,32161.2,32177.4,32579.15,32161.2,3218920,1037139.76,1249180,-43200,20,32069.25
03-Jan-2020,27-Feb-2020,FUTIDX,BANKNIFTY,32510,32539.7,32184.4,32266.85,32290,32685.85,32266.85,37860,12241.36,33700,-820,20,32069.25
03-Jan-2020,26-Mar-2020,FUTIDX,BANKNIFTY,32634.7,32649.25,32290,32382.5,32386.1,32786.25,32382.5,4280,1387.85,5940,1080,20,32069.25
06-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,32000,32023.85,31286,31362.05,31350,32161.2,31362.05,3958760,1248459.25,1373220,124040,20,31237.15
06-Jan-2020,27-Feb-2020,FUTIDX,BANKNIFTY,32080.2,32109.7,31403.95,31474.1,31461.2,32266.85,31474.1,63980,20244.39,38840,5140,20,31237.15
06-Jan-2020,26-Mar-2020,FUTIDX,BANKNIFTY,32490,32490,31535,31573.65,31562.5,32382.5,31573.65,10220,3254.54,10800,4860,20,31237.15
07-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,31551.1,31915.8,31200,31492.8,31500,31362.05,31492.8,4759280,1503658.83,1439640,66420,20,31399.4
07-Jan-2020,27-Feb-2020,FUTIDX,BANKNIFTY,31740.3,32018.45,31410,31598.55,31615,31474.1,31598.55,60220,19089.97,39120,280,20,31399.4
07-Jan-2020,26-Mar-2020,FUTIDX,BANKNIFTY,31830.55,32128.1,31500,31717.8,31750.25,31573.65,31717.8,6880,2191.48,11060,260,20,31399.4
08-Jan-2020,30-Jan-2020,FUTIDX,BANKNIFTY,31185,31541.2,30971.8,31444.05,31426.05,31492.8,31444.05,4556800,1424304.48,1656880,217240,20,31373.65
